,Pandemic,Region,Year,Country,Domain,Sub-Domain,LoS_mean,LoS_low,LoS_high,mortality_rate,hopitalization_rate_mean,hopitalization_rate_low,hopitalization_rate_high,R0_mean,R0_low,R0_high,Object_Transmit,Blood_Transmit,Airborne,Vector_Transmit,Droplets_Transmit,latent_period_mean,latent_period_low,latent_period_high,incubation_period_mean,incubation_period_low,incubation_period_high,average_time_to_death_mean,average_time_to_death_low,average_time_to_death_high,average_time_to_discharge_mean,average_time_to_discharge_low,average_time_to_discharge_high
132,Covid-19,AFRO,2020,Mauritius,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
133,Covid-19,AFRO,2020,Mayotte,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
134,Covid-19,AMRO,2020,Mexico,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
135,Covid-19,WPRO,2020,Micronesia (Federated States of),,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
136,Covid-19,EURO,2020,Monaco,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
137,Covid-19,WPRO,2020,Mongolia,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
138,Covid-19,EURO,2020,Montenegro,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
139,Covid-19,AMRO,2020,Montserrat,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
140,Covid-19,EMRO,2020,Morocco,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
141,Covid-19,AFRO,2020,Mozambique,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
142,Covid-19,SEARO,2020,Myanmar,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
143,Covid-19,AFRO,2020,Namibia,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
144,Covid-19,WPRO,2020,Nauru,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
145,Covid-19,SEARO,2020,Nepal,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
146,Covid-19,EURO,2020,Netherlands,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
147,Covid-19,WPRO,2020,New Caledonia,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
148,Covid-19,WPRO,2020,New Zealand,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
149,Covid-19,AMRO,2020,Nicaragua,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
150,Covid-19,AFRO,2020,Niger,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
151,Covid-19,AFRO,2020,Nigeria,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
152,Covid-19,WPRO,2020,Niue,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
153,Covid-19,EURO,2020,North Macedonia,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
154,Covid-19,WPRO,2020,Northern Mariana Islands (Commonwealth of the),,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
155,Covid-19,EURO,2020,Norway,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
156,Covid-19,EMRO,2020,Oman,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
157,Covid-19,Other,2020,Other,,,,5.96,21.38,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
158,Covid-19,EMRO,2020,Pakistan,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
159,Covid-19,WPRO,2020,Palau,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
160,Covid-19,AMRO,2020,Panama,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
161,Covid-19,WPRO,2020,Papua New Guinea,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
162,Covid-19,AMRO,2020,Paraguay,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
163,Covid-19,AMRO,2020,Peru,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
164,Covid-19,WPRO,2020,Philippines,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
165,Covid-19,WPRO,2020,Pitcairn Islands,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
166,Covid-19,EURO,2020,Poland,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
167,Covid-19,EURO,2020,Portugal,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
168,Covid-19,AMRO,2020,Puerto Rico,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
169,Covid-19,EMRO,2020,Qatar,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
170,Covid-19,WPRO,2020,Republic of Korea,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
171,Covid-19,EURO,2020,Republic of Moldova,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
172,Covid-19,EURO,2020,Romania,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
173,Covid-19,EURO,2020,Russian Federation,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
174,Covid-19,AFRO,2020,Rwanda,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
175,Covid-19,AFRO,2020,Réunion,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
176,Covid-19,AMRO,2020,Saba,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
177,Covid-19,AMRO,2020,Saint Barthélemy,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
178,Covid-19,AFRO,2020,"Saint Helena, Ascension and Tristan da Cunha",,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
179,Covid-19,AMRO,2020,Saint Kitts and Nevis,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
180,Covid-19,AMRO,2020,Saint Lucia,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
181,Covid-19,AMRO,2020,Saint Martin,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
182,Covid-19,AMRO,2020,Saint Pierre and Miquelon,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
183,Covid-19,AMRO,2020,Saint Vincent and the Grenadines,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
184,Covid-19,WPRO,2020,Samoa,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
185,Covid-19,EURO,2020,San Marino,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
186,Covid-19,AFRO,2020,Sao Tome and Principe,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
187,Covid-19,EMRO,2020,Saudi Arabia,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
188,Covid-19,AFRO,2020,Senegal,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
189,Covid-19,EURO,2020,Serbia,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
190,Covid-19,AFRO,2020,Seychelles,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
191,Covid-19,AFRO,2020,Sierra Leone,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
192,Covid-19,WPRO,2020,Singapore,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
193,Covid-19,AMRO,2020,Sint Eustatius,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
194,Covid-19,AMRO,2020,Sint Maarten,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
195,Covid-19,EURO,2020,Slovakia,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
196,Covid-19,EURO,2020,Slovenia,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
197,Covid-19,WPRO,2020,Solomon Islands,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
198,Covid-19,EMRO,2020,Somalia,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
199,Covid-19,AFRO,2020,South Africa,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
200,Covid-19,AFRO,2020,South Sudan,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
201,Covid-19,EURO,2020,Spain,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
202,Covid-19,SEARO,2020,Sri Lanka,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
203,Covid-19,EMRO,2020,Sudan,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
204,Covid-19,AMRO,2020,Suriname,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
205,Covid-19,EURO,2020,Sweden,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
206,Covid-19,EURO,2020,Switzerland,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
207,Covid-19,EMRO,2020,Syrian Arab Republic,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
208,Covid-19,EURO,2020,Tajikistan,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
209,Covid-19,SEARO,2020,Thailand,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
210,Covid-19,EURO,2020,The United Kingdom,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
211,Covid-19,SEARO,2020,Timor-Leste,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
212,Covid-19,AFRO,2020,Togo,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
213,Covid-19,WPRO,2020,Tokelau,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
214,Covid-19,WPRO,2020,Tonga,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
215,Covid-19,AMRO,2020,Trinidad and Tobago,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
216,Covid-19,EMRO,2020,Tunisia,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
217,Covid-19,EURO,2020,Turkmenistan,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
218,Covid-19,AMRO,2020,Turks and Caicos Islands,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
219,Covid-19,WPRO,2020,Tuvalu,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
220,Covid-19,EURO,2020,Türkiye,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
221,Covid-19,AFRO,2020,Uganda,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
222,Covid-19,EURO,2020,Ukraine,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
223,Covid-19,EMRO,2020,United Arab Emirates,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
224,Covid-19,AFRO,2020,United Republic of Tanzania,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
225,Covid-19,AMRO,2020,United States Virgin Islands,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
226,Covid-19,AMRO,2020,United States of America,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
227,Covid-19,AMRO,2020,Uruguay,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
228,Covid-19,EURO,2020,Uzbekistan,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
229,Covid-19,WPRO,2020,Vanuatu,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
230,Covid-19,AMRO,2020,Venezuela (Bolivarian Republic of),,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
231,Covid-19,WPRO,2020,Viet Nam,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
232,Covid-19,WPRO,2020,Wallis and Futuna,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
233,Covid-19,EMRO,2020,Yemen,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
234,Covid-19,AFRO,2020,Zambia,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
235,Covid-19,AFRO,2020,Zimbabwe,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
236,Covid-19,EMRO,2020,"occupied Palestinian territory, including east Jerusalem",,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
237,Covid-19,AMRO,2020,United States,Washington,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
238,Covid-19,WPRO,2020,Australia,Australian Capital Territory,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
239,Covid-19,WPRO,2020,Australia,New South Wales,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
240,Covid-19,WPRO,2020,Australia,Northern Territory,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
241,Covid-19,WPRO,2020,Australia,Queensland,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
242,Covid-19,WPRO,2020,Australia,South Australia,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
243,Covid-19,WPRO,2020,Australia,Tasmania,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
244,Covid-19,WPRO,2020,Australia,Victoria,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
245,Covid-19,WPRO,2020,Australia,Western Australia,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
246,Covid-19,AMRO,2020,Canada,Alberta,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
247,Covid-19,AMRO,2020,Canada,British Columbia,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
248,Covid-19,AMRO,2020,Canada,Diamond Princess,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
249,Covid-19,AMRO,2020,Canada,Grand Princess,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
250,Covid-19,AMRO,2020,Canada,Manitoba,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
251,Covid-19,AMRO,2020,Canada,New Brunswick,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
252,Covid-19,AMRO,2020,Canada,Newfoundland and Labrador,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
253,Covid-19,AMRO,2020,Canada,Northwest Territories,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
254,Covid-19,AMRO,2020,Canada,Nova Scotia,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
255,Covid-19,AMRO,2020,Canada,Nunavut,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
256,Covid-19,AMRO,2020,Canada,Ontario,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
257,Covid-19,AMRO,2020,Canada,Prince Edward Island,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
258,Covid-19,AMRO,2020,Canada,Quebec,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
259,Covid-19,AMRO,2020,Canada,Repatriated Travellers,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
260,Covid-19,AMRO,2020,Canada,Saskatchewan,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
261,Covid-19,AMRO,2020,Canada,Yukon,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
