,Country,Data as of,Case definition,Number of cases Cumulative,Number of cases in past 21 days,Number of deaths Cumulative
1022,Liberia,2015-05-09, Confirmed,3151,,Not available
1023,Liberia,2015-05-09, Probable,1879,,Not available
1024,Liberia,2015-05-09, Suspected,5636,,Not available
1025,Liberia,2015-05-09, Confirmed,3151,-,Data not available.
1026,Liberia,2015-05-09, Total,10 666,,4806
1027,Liberia,2015-05-09, Confirmed,3151,,Not available
1028,Liberia,2015-05-09, Probable,1879,-,Data not available.
1029,Liberia,2015-05-09, Suspected,5636,-,Data not available.
1030,Liberia,2015-05-09, Total,10 666,-,4806
1031,Liberia,2015-05-09, Confirmed,3151,-,Data not available.
1032,Liberia,2015-05-09, Suspected,5636,,Not available
1033,Liberia,2015-05-09, Suspected,5636,-,Data not available.
1034,Liberia,2015-05-09, Total,10 666,-,4806
1035,Liberia,2015-05-09, Suspected,5636,-,Data not available.
1036,Liberia,2015-05-09, Total,10 666,,4806
1037,Liberia,2015-05-09, Total,10 666,-,4806
1038,Liberia,2015-05-09, Suspected,5636,,Not available
1039,Liberia,2015-05-09, Confirmed,3151,,Not available
1040,Liberia,2015-05-09, Total,10 666,,4806
1041,Liberia,2015-05-09, Suspected,5636,,Not available
1042,Liberia,2015-05-09, Probable,1879,,Not available
1043,Liberia,2015-05-09, Confirmed,3151,,Not available
1044,Liberia,2015-05-09, Probable,1879,-,Data not available.
1045,Liberia,2015-05-09, Confirmed,3151,-,Data not available.
1046,Liberia,2015-05-09, Confirmed,3151,-,Data not available.
1047,Liberia,2015-05-09, Probable,1879,,Not available
1048,Liberia,2015-05-09, Confirmed,3151,,Not available
1049,Liberia,2015-05-09, Probable,1879,,Not available
1050,Liberia,2015-05-09, Suspected,5636,,Not available
1051,Liberia,2015-05-09, Probable,1879,-,Data not available.
1052,Liberia,2015-05-09, Suspected,5636,-,Data not available.
1053,Liberia,2015-05-09, Total,10 666,-,4806
1054,Liberia,2015-05-09, Total,10 666,,4806
1055,Liberia,2015-05-09, Suspected,5636,,Not available
1056,Liberia,2015-05-09, Probable,1879,,Not available
1057,Liberia,2015-05-09, Confirmed,3151,,Not available
1058,Liberia,2015-05-09, Confirmed,3151,,Not available
1059,Liberia,2015-05-09, Suspected,5636,-,Data not available.
1060,Liberia,2015-05-09, Probable,1879,,Not available
1061,Liberia,2015-05-09, Total,10 666,,4806
1062,Liberia,2015-05-09, Total,10 666,-,4806
1063,Liberia,2015-05-09, Confirmed,3151,,Not available
1064,Liberia,2015-05-09, Probable,1879,,Not available
1065,Liberia,2015-05-09, Suspected,5636,,Not available
1066,Liberia,2015-05-09, Confirmed,3151,,Not available
1067,Liberia,2015-05-09, Total,10 666,-,4806
1068,Liberia,2015-05-09, Total,10 666,,4806
1069,Liberia,2015-05-09, Suspected,5636,,Not available
1070,Liberia,2015-05-09, Confirmed,3151,-,Data not available.
1071,Liberia,2015-05-09, Probable,1879,-,Data not available.
1072,Liberia,2015-05-09, Confirmed,3151,-,Data not available.
1073,Liberia,2015-05-09, Total,10 666,,4806
1074,Liberia,2015-05-09, Total,10 666,,4806
1075,Liberia,2015-05-09, Confirmed,3151,,Not available
1076,Liberia,2015-05-09, Probable,1879,,Not available
1077,Liberia,2015-05-09, Suspected,5636,,Not available
1078,Liberia,2015-05-09, Total,10 666,,4806
1079,Liberia,2015-05-09, Confirmed,3151,0,Data not available.
1080,Liberia,2015-05-09, Probable,1879,Not reported.,Data not available.
1081,Liberia,2015-05-09, Suspected,5636,Not reported.,Data not available.
1082,Liberia,2015-05-09, Total,10 666,0,4806
1083,Liberia,2015-05-09, Total,10 666,,4806
1084,Liberia,2015-05-09, Confirmed,3151,,Not available
1085,Liberia,2015-05-09, Probable,1879,,Not available
1086,Liberia,2015-05-09, Suspected,5636,,Not available
1087,Liberia,2015-05-09, Total,10 666,,4806
1088,Liberia,2015-05-09, Suspected,5636,,Not available
1089,Liberia,2015-05-09, Probable,1879,,Not available
1090,Liberia,2015-05-09, Confirmed,3151,,Not available
1091,Liberia,2015-05-09, Total,10 666,,4806
1092,Liberia,2015-05-09, Probable,1879,-,Data not available.
1093,Liberia,2015-05-09, Confirmed,3151,-,Data not available.
1094,Liberia,2015-05-09, Probable,1879,-,Data not available.
1095,Liberia,2015-05-09, Suspected,5636,,Not available
1096,Liberia,2015-05-09, Suspected,5636,,Not available
1097,Liberia,2015-05-09, Probable,1879,,Not available
1098,Liberia,2015-05-09, Suspected,5636,,Not available
1099,Liberia,2015-05-09, Total,10 666,,4806
1100,Liberia,2015-05-09, Suspected,5636,,Not available
1101,Liberia,2015-05-09, Probable,1879,,Not available
1102,Liberia,2015-05-09, Confirmed,3151,,Not available
1103,Liberia,2015-05-09, Confirmed,3151,,Not available
1104,Liberia,2015-05-09, Total,10 666,,4806
1105,Liberia,2015-05-09, Confirmed,3151,,Not available
1106,Liberia,2015-05-09, Suspected,5636,,Not available
1107,Liberia,2015-05-09, Total,10 666,,4806
1108,Liberia,2015-05-09, Total,10 666,,4806
1109,Liberia,2015-05-09, Confirmed,3151,,Not available
1110,Liberia,2015-05-09, Probable,1879,,Not available
1111,Liberia,2015-05-09, Suspected,5636,,Not available
1112,Liberia,2015-05-09, Total,10 666,,4806
1113,Liberia,2015-05-09, Total,10 666,,4806
1114,Liberia,2015-05-09, Probable,1879,,Not available
1115,Liberia,2015-05-09, Probable,1879,,Not available
1116,Liberia,2015-05-09, Confirmed,3151,,Not available
1117,Liberia,2015-05-09, Total,10 666,,4806
1118,Liberia,2015-05-09, Confirmed,3151,,Not available
1119,Liberia,2015-05-09, Probable,1879,,Not available
1120,Liberia,2015-05-09, Suspected,5636,,Not available
1121,Liberia,2015-05-09, Confirmed,3151,-,Data not available.
1122,Liberia,2015-05-09, Probable,1879,-,Data not available.
1123,Liberia,2015-05-09, Suspected,5636,-,Data not available.
1124,Liberia,2015-05-09, Total,10 666,-,4806
1125,Liberia,2015-05-09, Confirmed,3151,0,Data not available.
1126,Liberia,2015-05-09, Probable,1879,Not reported.,Data not available.
1127,Liberia,2015-05-09, Suspected,5636,Not reported.,Data not available.
1128,Liberia,2015-05-09, Total,10 666,0,4806
1129,Liberia,2015-05-09, Total,10 666,,4806
1130,Liberia,2015-05-09, Suspected,5636,,Not available
1131,Liberia,2015-05-09, Probable,1879,,Not available
1132,Liberia,2015-05-09, Confirmed,3151,,Not available
1133,Liberia,2015-05-09, Confirmed,3151,-,Data not available.
1134,Liberia,2015-05-09, Probable,1879,-,Data not available.
1135,Liberia,2015-05-09, Suspected,5636,-,Data not available.
1136,Liberia,2015-05-09, Total,10 666,-,4806
1137,Liberia,2015-05-09, Suspected,5636,,Not available
1138,Liberia,2015-05-09, Probable,1879,,Not available
1139,Liberia,2015-05-09, Probable,1879,,Not available
1140,Liberia,2015-05-09, Total,10 666,,4806
1141,Liberia,2015-05-09, Suspected,5636,-,Data not available.
1142,Liberia,2015-05-09, Probable,1879,,Not available
1143,Liberia,2015-05-09, Confirmed,3151,,Not available
1144,Liberia,2015-05-09, Probable,1879,,Not available
1145,Liberia,2015-05-09, Confirmed,3151,,Not available
1146,Liberia,2015-05-09, Confirmed,3151,,Not available
1147,Liberia,2015-05-09, Total,10 666,,4806
1148,Liberia,2015-05-09, Suspected,5636,,Not available
1149,Liberia,2015-05-09, Suspected,5636,,Not available
1150,Liberia,2015-05-09, Probable,1879,,Not available
1151,Liberia,2015-05-09, Confirmed,3151,,Not available
1152,Liberia,2015-05-09, Total,10 666,,4806
1153,Liberia,2015-05-09, Confirmed,3151,-,Data not available.
1154,Liberia,2015-05-09, Probable,1879,-,Data not available.
1155,Liberia,2015-05-09, Total,10 666,,4806
1156,Liberia,2015-05-09, Confirmed,3151,,Not available
1157,Liberia,2015-05-09, Suspected,5636,,Not available
1158,Liberia,2015-05-09, Total,10 666,,4806
1159,Liberia,2015-05-09, Probable,1879,,Not available
1160,Liberia,2015-05-09, Suspected,5636,,Not available
1161,Liberia,2015-05-09, Suspected,5636,,Not available
1162,Liberia,2015-05-09, Probable,1879,,Not available
1163,Liberia,2015-05-09, Probable,1879,,Not available
1164,Liberia,2015-05-09, Confirmed,3151,,Not available
1165,Liberia,2015-05-09, Confirmed,3151,,Not available
1166,Liberia,2015-05-09, Total,10 666,-,4806
1167,Liberia,2015-05-09, Total,10 666,,4806
1168,Liberia,2015-05-09, Confirmed,3151,,Not available
1169,Liberia,2015-05-09, Confirmed,3151,,Not available
1170,Liberia,2015-05-09, Total,10 666,,4806
1171,Liberia,2015-05-09, Suspected,5636,,Not available
1172,Liberia,2015-05-09, Probable,1879,,Not available
1173,Liberia,2015-05-09, Suspected,5636,,Not available
1174,Liberia,2015-05-09, Suspected,5636,,Not available
1175,Liberia,2015-05-09, Total,10 666,,4806
1176,Liberia,2015-07-01, Total,40,,5
1177,Liberia,2015-07-01, Confirmed,3,,1
1178,Liberia,2015-07-01, Probable,0,,0
1179,Liberia,2015-07-01, Suspected,37,,4
1180,Liberia,2015-07-03, Suspected,Not available,,Not available
1181,Liberia,2015-07-03, Probable,1,,Not available
1182,Liberia,2015-07-03, Total,4,,1
1183,Liberia,2015-07-03, Confirmed,3,,1
1184,Liberia,2015-07-05, Probable,1,,Not available
1185,Liberia,2015-07-05, Suspected,Not available,,Not available
1186,Liberia,2015-07-05, Confirmed,3,,1
1187,Liberia,2015-07-05, Probable,1,1,Data not available.
1188,Liberia,2015-07-05, Suspected,Data not available.,Not reported.,Data not available.
1189,Liberia,2015-07-05, Total,4,4,1
1190,Liberia,2015-07-05, Total,4,,1
1191,Liberia,2015-07-05, Confirmed,3,3,1
1192,Liberia,2015-07-07, Confirmed,5,,1
1193,Liberia,2015-07-07, Probable,1,,Not available
1194,Liberia,2015-07-07, Suspected,Not available,,Not available
1195,Liberia,2015-07-07, Total,6,,1
1196,Liberia,2015-07-07, Confirmed,5,,1
1197,Liberia,2015-07-07, Suspected,Not available,,Not available
1198,Liberia,2015-07-07, Total,6,,1
1199,Liberia,2015-07-07, Probable,1,,Not available
1200,Liberia,2015-07-09, Total,6,,1
1201,Liberia,2015-07-09, Suspected,Not available,,Not available
1202,Liberia,2015-07-09, Probable,1,,Not available
1203,Liberia,2015-07-09, Confirmed,5,,1
1204,Liberia,2015-07-12, Probable,1,,Not available
1205,Liberia,2015-07-12, Suspected,Not available,,Not available
1206,Liberia,2015-07-12, Total,7,,2
1207,Liberia,2015-07-12, Confirmed,6,6,2
1208,Liberia,2015-07-12, Probable,1,1,Data not available.
1209,Liberia,2015-07-12, Suspected,Data not available.,Not reported.,Data not available.
1210,Liberia,2015-07-12, Total,7,7,2
1211,Liberia,2015-07-12, Confirmed,6,,2
1212,Liberia,2015-07-13, Suspected,Not available,,Not available
1213,Liberia,2015-07-13, Confirmed,6,,2
1214,Liberia,2015-07-13, Probable,0,,Not available
1215,Liberia,2015-07-13, Total,6,,2
1216,Liberia,2015-07-15, Probable,1,,Not available
1217,Liberia,2015-07-15, Suspected,Data not available.,Not reported.,Data not available.
1218,Liberia,2015-07-15, Confirmed,6,,2
1219,Liberia,2015-07-15, Probable,1,,Not available
1220,Liberia,2015-07-15, Confirmed,6,,2
1221,Liberia,2015-07-15, Probable,1,,Not available
1222,Liberia,2015-07-15, Suspected,Not available,,Not available
1223,Liberia,2015-07-15, Confirmed,6,,2
1224,Liberia,2015-07-15, Total,7,,2
1225,Liberia,2015-07-15, Total,7,,2
1226,Liberia,2015-07-15, Suspected,Not available,,Not available
1227,Liberia,2015-07-15, Total,7,,2
1228,Liberia,2015-07-15, Suspected,Not available,,Not available
1229,Liberia,2015-07-15, Probable,1,,Not available
1230,Liberia,2015-07-15, Confirmed,6,,2
1231,Liberia,2015-07-15, Total,7,,2
1232,Liberia,2015-07-15, Suspected,Not available,,Not available
1233,Liberia,2015-07-15, Probable,1,,Not available
1234,Liberia,2015-07-15, Total,7,,2
1235,Liberia,2015-07-15, Suspected,Not available,,Not available
1236,Liberia,2015-07-15, Total,7,,2
1237,Liberia,2015-07-15, Total,6,6,2
1238,Liberia,2015-07-15, Confirmed,6,,2
1239,Liberia,2015-07-15, Total,7,,2
1240,Liberia,2015-07-15, Suspected,Not available,,Not available
1241,Liberia,2015-07-15, Probable,1,,Not available
1242,Liberia,2015-07-15, Confirmed,6,,2
1243,Liberia,2015-07-15, Probable,0,Not reported.,Data not available.
1244,Liberia,2015-07-15, Confirmed,6,6,2
1245,Liberia,2015-07-15, Probable,1,,Not available
1246,Liberia,2015-07-15, Confirmed,6,,2
1247,Liberia,2015-07-15, Suspected,Not available,,Not available
1248,Liberia,2015-07-22, Total,6,,2
1249,Liberia,2015-07-22, Confirmed,6,3,2
1250,Liberia,2015-07-22, Probable,0,Not reported.,Data not available.
1251,Liberia,2015-07-22, Total,6,3,2
1252,Liberia,2015-07-22, Confirmed,6,,2
1253,Liberia,2015-07-22, Total,6,,2
1254,Liberia,2015-07-22, Suspected,Not available,,Not available
1255,Liberia,2015-07-22, Suspected,Not available,,Not available
1256,Liberia,2015-07-22, Suspected,Data not available.,Not reported.,Data not available.
1257,Liberia,2015-07-22, Confirmed,6,,2
1258,Liberia,2015-07-22, Probable,0,,Not available
1259,Liberia,2015-07-22, Suspected,Not available,,Not available
1260,Liberia,2015-07-22, Probable,0,,Not available
1261,Liberia,2015-07-22, Total,6,,2
1262,Liberia,2015-07-22, Suspected,Not available,,Not available
1263,Liberia,2015-07-22, Probable,0,,Not available
1264,Liberia,2015-07-22, Total,6,,2
1265,Liberia,2015-07-22, Confirmed,6,,2
1266,Liberia,2015-07-22, Probable,0,,Not available
1267,Liberia,2015-07-22, Confirmed,6,,2
1268,Liberia,2015-08-02, Probable,0,Not reported.,Data not available.
1269,Liberia,2015-08-02, Total,6,0,2
1270,Liberia,2015-08-02, Suspected,Data not available.,Not reported.,Data not available.
1271,Liberia,2015-08-02, Confirmed,6,0,2
1272,Liberia,2015-08-03, Probable,0,,Not available
1273,Liberia,2015-08-03, Confirmed,6,,2
1274,Liberia,2015-08-03, Total,6,,2
1275,Liberia,2015-08-03, Suspected,Not available,,Not available
1276,Liberia,2015-08-03, Probable,0,,Not available
1277,Liberia,2015-08-03, Confirmed,6,,2
1278,Liberia,2015-08-03, Suspected,Not available,,Not available
1279,Liberia,2015-08-03, Total,6,,2
1280,Liberia,2015-08-06, Suspected,Not available,,Not available
1281,Liberia,2015-08-06, Confirmed,6,0,2
1282,Liberia,2015-08-06, Probable,0,Not reported.,Data not available.
1283,Liberia,2015-08-06, Total,6,,2
1284,Liberia,2015-08-06, Confirmed,6,,2
1285,Liberia,2015-08-06, Suspected,Data not available.,Not reported.,Data not available.
1286,Liberia,2015-08-06, Confirmed,6,,2
1287,Liberia,2015-08-06, Probable,0,,Not available
1288,Liberia,2015-08-06, Probable,0,,Not available
1289,Liberia,2015-08-06, Confirmed,6,,2
1290,Liberia,2015-08-06, Probable,0,,Not available
1291,Liberia,2015-08-06, Total,6,0,2
1292,Liberia,2015-08-06, Total,6,,2
1293,Liberia,2015-08-06, Total,6,,2
1294,Liberia,2015-08-06, Suspected,Not available,,Not available
1295,Liberia,2015-08-06, Probable,0,,Not available
1296,Liberia,2015-08-06, Total,6,,2
1297,Liberia,2015-08-06, Suspected,Not available,,Not available
1298,Liberia,2015-08-06, Suspected,Not available,,Not available
1299,Liberia,2015-08-06, Confirmed,6,,2
1300,Liberia,2015-08-13, Total,6,,2
1301,Liberia,2015-08-13, Suspected,Not available,,Not available
1302,Liberia,2015-08-13, Confirmed,6,,2
1303,Liberia,2015-08-13, Total,6,,2
1304,Liberia,2015-08-13, Suspected,Not available,,Not available
1305,Liberia,2015-08-13, Probable,0,,Not available
1306,Liberia,2015-08-13, Total,6,,2
1307,Liberia,2015-08-13, Suspected,Not available,,Not available
1308,Liberia,2015-08-13, Probable,0,,Not available
1309,Liberia,2015-08-13, Confirmed,6,,2
1310,Liberia,2015-08-13, Confirmed,6,,2
1311,Liberia,2015-08-13, Confirmed,6,,2
1312,Liberia,2015-08-13, Probable,0,,Not available
1313,Liberia,2015-08-13, Suspected,Not available,,Not available
1314,Liberia,2015-08-13, Total,6,,2
1315,Liberia,2015-08-13, Confirmed,6,0,2
1316,Liberia,2015-08-13, Probable,0,Not reported.,Data not available.
1317,Liberia,2015-08-13, Suspected,Data not available.,Not reported.,Data not available.
1318,Liberia,2015-08-13, Probable,0,,Not available
1319,Liberia,2015-08-13, Total,6,0,2
1320,Liberia,2015-08-20, Suspected,Data not available.,Not reported.,Data not available.
1321,Liberia,2015-08-20, Probable,Not reported.,Not reported.,Data not available.
1322,Liberia,2015-08-20, Confirmed,6,0,2
1323,Liberia,2015-08-20, Confirmed,6,,2
1324,Liberia,2015-08-20, Total,6,0,2
1325,Liberia,2015-08-20, Suspected,Not available,,Not available
1326,Liberia,2015-08-20, Total,6,,2
1327,Liberia,2015-08-20, Confirmed,6,,2
1328,Liberia,2015-08-20, Probable,0,,Not available
1329,Liberia,2015-08-20, Confirmed,6,,2
1330,Liberia,2015-08-20, Probable,0,,Not available
1331,Liberia,2015-08-20, Total,6,,2
1332,Liberia,2015-08-20, Suspected,Not available,,Not available
1333,Liberia,2015-08-20, Total,6,0,2
1334,Liberia,2015-08-20, Probable,0,,Not available
1335,Liberia,2015-08-20, Confirmed,6,0,2
1336,Liberia,2015-08-20, Probable,0,Not reported.,Data not available.
1337,Liberia,2015-08-20, Suspected,Not available,,Not available
1338,Liberia,2015-08-20, Total,6,,2
1339,Liberia,2015-08-20, Confirmed,6,,2
1340,Liberia,2015-08-20, Suspected,Not available,,Not available
1341,Liberia,2015-08-20, Suspected,Data not available.,Not reported.,Data not available.
1342,Liberia,2015-08-20, Suspected,Not available,,Not available
1343,Liberia,2015-08-20, Probable,0,,Not available
1344,Liberia,2015-08-20, Total,6,,2
1345,Liberia,2015-08-20, Suspected,Not available,,Not available
1346,Liberia,2015-08-20, Total,6,,2
1347,Liberia,2015-08-20, Total,6,,2
1348,Liberia,2015-08-20, Suspected,Not available,,Not available
1349,Liberia,2015-08-20, Total,6,,2
1350,Liberia,2015-08-20, Probable,0,,Not available
1351,Liberia,2015-08-20, Probable,0,,Not available
1352,Liberia,2015-08-20, Confirmed,6,,2
1353,Liberia,2015-08-20, Probable,0,,Not available
1354,Liberia,2015-08-20, Confirmed,6,,2
1355,Liberia,2015-08-20, Suspected,Not available,,Not available
1356,Liberia,2015-08-20, Suspected,Not available,,Not available
1357,Liberia,2015-08-20, Probable,0,,Not available
1358,Liberia,2015-08-20, Confirmed,6,,2
1359,Liberia,2015-08-20, Total,6,,2
1360,Liberia,2015-08-20, Confirmed,6,,2
1361,Liberia,2015-08-20, Probable,0,,Not available
1362,Liberia,2015-08-20, Confirmed,6,,2
1363,Liberia,2015-08-20, Total,6,,2
1364,Liberia,2015-08-30, Confirmed,6,,2
1365,Liberia,2015-08-30, Suspected,Not available,,Not available
1366,Liberia,2015-08-30, Total,6,,2
1367,Liberia,2015-08-30, Probable,0,,Not available
1368,Liberia,2015-09-06, Total,6,0,2
1369,Liberia,2015-09-06, Suspected,Data not available.,Not reported.,Data not available.
1370,Liberia,2015-09-06, Probable,Not reported.,Not reported.,Data not available.
1371,Liberia,2015-09-06, Confirmed,6,0,2
1372,Liberia,2015-09-07, Probable,0,,Not available
1373,Liberia,2015-09-07, Suspected,Not available,,Not available
1374,Liberia,2015-09-07, Total,6,,2
1375,Liberia,2015-09-07, Confirmed,6,,2
1376,Liberia,2015-09-07, Suspected,Not available,,Not available
1377,Liberia,2015-09-07, Total,6,,2
1378,Liberia,2015-09-07, Probable,0,,Not available
1379,Liberia,2015-09-07, Confirmed,6,,2
1380,Liberia,2015-09-07, Total,6,0,2
1381,Liberia,2015-09-07, Confirmed,6,,2
1382,Liberia,2015-09-07, Probable,0,,Not available
1383,Liberia,2015-09-07, Confirmed,6,,2
1384,Liberia,2015-09-07, Probable,0,,Not available
1385,Liberia,2015-09-07, Total,6,,2
1386,Liberia,2015-09-07, Suspected,Not available,,Not available
1387,Liberia,2015-09-07, Total,6,,2
1388,Liberia,2015-09-07, Confirmed,6,,2
1389,Liberia,2015-09-07, Suspected,Not available,,Not available
1390,Liberia,2015-09-07, Total,6,0,2
1391,Liberia,2015-09-07, Suspected,Data not available.,Not reported.,Data not available.
1392,Liberia,2015-09-07, Probable,0,,Not available
1393,Liberia,2015-09-07, Probable,Not reported.,Not reported.,Data not available.
1394,Liberia,2015-09-07, Confirmed,6,0,2
1395,Liberia,2015-09-07, Total,6,,2
1396,Liberia,2015-09-07, Suspected,Not available,,Not available
1397,Liberia,2015-09-07, Probable,0,,Not available
1398,Liberia,2015-09-07, Confirmed,6,,2
1399,Liberia,2015-09-07, Suspected,Not available,,Not available
1400,Liberia,2015-09-07, Confirmed,6,,2
1401,Liberia,2015-09-07, Probable,0,,Not available
1402,Liberia,2015-09-07, Total,6,,2
1403,Liberia,2015-09-07, Probable,Not reported.,Not reported.,Data not available.
1404,Liberia,2015-09-07, Confirmed,6,0,2
1405,Liberia,2015-09-07, Total,6,,2
1406,Liberia,2015-09-07, Suspected,Not available,,Not available
1407,Liberia,2015-09-07, Confirmed,6,,2
1408,Liberia,2015-09-07, Suspected,Data not available.,Not reported.,Data not available.
1409,Liberia,2015-09-07, Suspected,Not available,,Not available
1410,Liberia,2015-09-07, Total,6,,2
1411,Liberia,2015-09-07, Probable,0,,Not available
1412,Liberia,2015-09-17, Confirmed,6,,2
1413,Liberia,2015-09-17, Probable,0,,Not available
1414,Liberia,2015-09-17, Probable,0,,Not available
1415,Liberia,2015-09-17, Suspected,Not available,,Not available
1416,Liberia,2015-09-17, Total,6,,2
1417,Liberia,2015-09-17, Suspected,Not available,,Not available
1418,Liberia,2015-09-17, Confirmed,6,,2
1419,Liberia,2015-09-17, Total,6,,2
1420,Liberia,2015-09-17, Probable,0,,Not available
1421,Liberia,2015-09-17, Total,6,,2
1422,Liberia,2015-09-17, Suspected,Not available,,Not available
1423,Liberia,2015-09-17, Confirmed,6,,2
1424,Liberia,2015-09-17, Confirmed,6,,2
1425,Liberia,2015-09-17, Probable,0,,Not available
1426,Liberia,2015-09-17, Total,6,,2
1427,Liberia,2015-09-17, Suspected,Not available,,Not available
1428,Liberia,2015-09-20, Confirmed,6,,2
1429,Liberia,2015-09-20, Probable,Not reported.,Not reported.,Data not available.
1430,Liberia,2015-09-20, Total,6,,2
1431,Liberia,2015-09-20, Suspected,Not available,,Not available
1432,Liberia,2015-09-20, Suspected,Not available,,Not available
1433,Liberia,2015-09-20, Total,6,,2
1434,Liberia,2015-09-20, Confirmed,6,,2
1435,Liberia,2015-09-20, Probable,Not available,,Not available
1436,Liberia,2015-09-20, Suspected,Not available,,Not available
1437,Liberia,2015-09-20, Total,6,,2
1438,Liberia,2015-09-20, Confirmed,6,0,2
1439,Liberia,2015-09-20, Probable,Not available,,Not available
1440,Liberia,2015-09-20, Total,6,,2
1441,Liberia,2015-09-20, Total,6,,2
1442,Liberia,2015-09-20, Suspected,Not available,,Not available
1443,Liberia,2015-09-20, Probable,0,,Not available
1444,Liberia,2015-09-20, Confirmed,6,,2
1445,Liberia,2015-09-20, Total,6,,2
1446,Liberia,2015-09-20, Suspected,Not available,,Not available
1447,Liberia,2015-09-20, Probable,Not available,,Not available
1448,Liberia,2015-09-20, Confirmed,6,,2
1449,Liberia,2015-09-20, Total,6,,2
1450,Liberia,2015-09-20, Confirmed,6,,2
1451,Liberia,2015-09-20, Probable,0,,Not available
1452,Liberia,2015-09-20, Suspected,Not available,,Not available
1453,Liberia,2015-09-20, Suspected,Not available,,Not available
1454,Liberia,2015-09-20, Suspected,Data not available.,Not reported.,Data not available.
1455,Liberia,2015-09-20, Probable,Not available,,Not available
1456,Liberia,2015-09-20, Total,6,,2
1457,Liberia,2015-09-20, Suspected,Not available,,Not available
1458,Liberia,2015-09-20, Probable,0,,Not available
1459,Liberia,2015-09-20, Confirmed,6,,2
1460,Liberia,2015-09-20, Probable,0,,Not available
1461,Liberia,2015-09-20, Suspected,Not available,,Not available
1462,Liberia,2015-09-20, Probable,Not available,,Not available
1463,Liberia,2015-09-20, Confirmed,6,,2
1464,Liberia,2015-09-20, Total,6,0,2
1465,Liberia,2015-09-20, Confirmed,6,,2
1466,Liberia,2015-09-20, Probable,0,,Not available
1467,Liberia,2015-09-20, Suspected,Not available,,Not available
1468,Liberia,2015-09-20, Confirmed,6,,2
1469,Liberia,2015-09-20, Total,6,,2
1470,Liberia,2015-09-20, Confirmed,6,,2
1471,Liberia,2015-09-20, Suspected,Not available,,Not available
1472,Liberia,2015-09-20, Confirmed,6,0,2
1473,Liberia,2015-09-20, Probable,Not reported.,Not reported.,Data not available.
1474,Liberia,2015-09-20, Suspected,Data not available.,Not reported.,Data not available.
1475,Liberia,2015-09-20, Total,6,,2
1476,Liberia,2015-09-20, Total,6,,2
1477,Liberia,2015-09-20, Suspected,Not available,,Not available
1478,Liberia,2015-09-20, Probable,0,,Not available
1479,Liberia,2015-09-20, Confirmed,6,,2
1480,Liberia,2015-09-20, Total,6,0,2
1481,Liberia,2015-09-20, Suspected,Data not available.,Not reported.,Data not available.
1482,Liberia,2015-09-20, Probable,Not reported.,Not reported.,Data not available.
1483,Liberia,2015-09-20, Confirmed,6,0,2
1484,Liberia,2015-09-20, Confirmed,6,0,2
1485,Liberia,2015-09-20, Probable,Not available,,Not available
1486,Liberia,2015-09-20, Confirmed,6,,2
1487,Liberia,2015-09-20, Total,6,0,2
1488,Liberia,2015-09-20, Total,6,0,2
1489,Liberia,2015-09-20, Suspected,Data not available.,Not reported.,Data not available.
1490,Liberia,2015-09-20, Probable,Not reported.,Not reported.,Data not available.
1491,Liberia,2015-09-20, Confirmed,6,0,2
1492,Liberia,2015-09-20, Confirmed,6,,2
1493,Liberia,2015-09-20, Probable,Not available,,Not available
1494,Liberia,2015-09-20, Suspected,Not available,,Not available
1495,Liberia,2015-09-20, Total,6,,2
1496,Liberia,2015-09-20, Suspected,Not available,,Not available
1497,Liberia,2015-09-20, Probable,Not reported.,Not reported.,Data not available.
1498,Liberia,2015-09-20, Suspected,Data not available.,Not reported.,Data not available.
1499,Liberia,2015-09-20, Total,6,0,2
1500,Liberia,2015-09-20, Probable,0,,Not available
1501,Liberia,2015-09-20, Confirmed,6,,2
1502,Liberia,2015-09-20, Confirmed,6,0,2
1503,Liberia,2015-09-20, Probable,Not reported.,Not reported.,Data not available.
1504,Liberia,2015-09-20, Suspected,Data not available.,Not reported.,Data not available.
1505,Liberia,2015-09-20, Total,6,0,2
1506,Liberia,2015-09-20, Total,6,0,2
1507,Liberia,2015-09-20, Suspected,Data not available.,Not reported.,Data not available.
1508,Liberia,2015-09-20, Probable,Not reported.,Not reported.,Data not available.
1509,Liberia,2015-09-20, Confirmed,6,0,2
1510,Liberia,2015-09-20, Confirmed,6,0,2
1511,Liberia,2015-09-20, Probable,Not reported.,Not reported.,Data not available.
1512,Liberia,2015-09-20, Suspected,Data not available.,Not reported.,Data not available.
1513,Liberia,2015-09-20, Total,6,0,2
1514,Liberia,2015-09-20, Suspected,Not available,,Not available
1515,Liberia,2015-09-20, Probable,0,,Not available
1516,Liberia,2015-09-20, Confirmed,6,,2
1517,Liberia,2015-09-20, Total,6,,2
1518,Liberia,2015-09-20, Confirmed,6,,2
1519,Liberia,2015-09-20, Probable,Not available,,Not available
1520,Liberia,2015-09-20, Suspected,Not available,,Not available
1521,Liberia,2015-09-20, Total,6,,2
1522,Liberia,2015-09-20, Suspected,Not available,,Not available
1523,Liberia,2015-09-20, Probable,Not available,,Not available
1524,Liberia,2015-09-20, Confirmed,6,,2
1525,Liberia,2015-09-20, Total,6,,2
1526,Liberia,2015-09-20, Total,6,,2
1527,Liberia,2015-09-20, Total,6,,2
1528,Liberia,2015-09-20, Total,6,,2
